PAC,SHO,PAS,DRI,DEF,PHY,DIV,HAN,KIC,REF,SPE,POS,WF,Skill,Position,Rtg,Rarity
84.0,65.0,64.0,77.0,33.0,52.0,,,,,,,4,4,Midfielder,74,Silver
51.0,75.0,49.0,67.0,27.0,66.0,,,,,,,3,3,Attacker,74,Silver
78.0,61.0,72.0,73.0,70.0,67.0,,,,,,,3,3,Defender,74,Silver
69.0,66.0,70.0,72.0,67.0,75.0,,,,,,,3,3,Midfielder,74,Silver
74.0,51.0,53.0,64.0,72.0,72.0,,,,,,,4,2,Defender,74,Silver
39.0,67.0,73.0,71.0,72.0,71.0,,,,,,,3,3,Midfielder,74,Silver
39.0,67.0,73.0,71.0,72.0,71.0,,,,,,,3,3,Midfielder,74,Silver
67.0,73.0,78.0,73.0,61.0,69.0,,,,,,,4,4,Midfielder,74,Silver
38.0,48.0,63.0,61.0,76.0,63.0,,,,,,,3,2,Defender,74,Silver
86.0,72.0,64.0,78.0,27.0,69.0,,,,,,,4,4,Attacker,74,Silver
80.0,63.0,74.0,76.0,66.0,76.0,,,,,,,3,3,Defender,74,Silver
76.0,58.0,65.0,68.0,71.0,75.0,,,,,,,3,3,Defender,74,Silver
73.0,75.0,65.0,74.0,43.0,66.0,,,,,,,3,3,Attacker,74,Silver
72.0,51.0,66.0,70.0,70.0,65.0,,,,,,,3,2,Defender,74,Silver
72.0,51.0,66.0,70.0,70.0,65.0,,,,,,,3,2,Defender,74,Silver
77.0,51.0,61.0,67.0,75.0,76.0,,,,,,,3,2,Midfielder,74,Silver
66.0,64.0,70.0,67.0,75.0,72.0,,,,,,,3,2,Defender,74,Silver
77.0,72.0,73.0,75.0,62.0,61.0,,,,,,,5,3,Midfielder,74,Silver
74.0,58.0,69.0,75.0,71.0,71.0,,,,,,,2,3,Defender,74,Silver
74.0,58.0,69.0,75.0,71.0,71.0,,,,,,,2,3,Defender,74,Silver
78.0,67.0,70.0,80.0,36.0,66.0,,,,,,,3,4,Midfielder,74,Silver
75.0,63.0,68.0,69.0,68.0,77.0,,,,,,,3,3,Defender,74,Silver
69.0,68.0,74.0,75.0,70.0,66.0,,,,,,,3,3,Midfielder,74,Silver
68.0,35.0,59.0,57.0,75.0,71.0,,,,,,,3,2,Defender,74,Silver
68.0,35.0,59.0,57.0,75.0,71.0,,,,,,,3,2,Defender,74,Silver
86.0,52.0,67.0,73.0,71.0,64.0,,,,,,,3,3,Defender,74,Silver
79.0,74.0,72.0,75.0,38.0,73.0,,,,,,,3,4,Midfielder,74,Silver
85.0,70.0,72.0,77.0,62.0,67.0,,,,,,,4,3,Midfielder,74,Silver
71.0,54.0,66.0,70.0,75.0,75.0,,,,,,,3,2,Defender,74,Silver
81.0,65.0,71.0,76.0,62.0,67.0,,,,,,,3,3,Midfielder,74,Silver
81.0,65.0,71.0,76.0,62.0,67.0,,,,,,,3,3,Midfielder,74,Silver
66.0,31.0,48.0,54.0,72.0,83.0,,,,,,,3,2,Defender,74,Silver
64.0,58.0,61.0,63.0,74.0,81.0,,,,,,,3,2,Defender,74,Silver
64.0,58.0,61.0,63.0,74.0,81.0,,,,,,,3,2,Defender,74,Silver
67.0,68.0,74.0,74.0,69.0,77.0,,,,,,,3,3,Midfielder,74,Silver
67.0,68.0,74.0,74.0,69.0,77.0,,,,,,,3,3,Midfielder,74,Silver
69.0,55.0,70.0,75.0,70.0,69.0,,,,,,,3,3,Midfielder,74,Silver
39.0,52.0,59.0,60.0,73.0,82.0,,,,,,,3,2,Defender,74,Silver
72.0,72.0,70.0,79.0,43.0,61.0,,,,,,,3,3,Midfielder,74,Silver
67.0,75.0,70.0,72.0,38.0,74.0,,,,,,,3,3,Attacker,74,Silver
82.0,71.0,71.0,74.0,30.0,60.0,,,,,,,4,3,Attacker,74,Silver
82.0,71.0,71.0,74.0,30.0,60.0,,,,,,,4,3,Attacker,74,Silver
90.0,44.0,64.0,71.0,69.0,70.0,,,,,,,2,2,Defender,74,Silver
62.0,61.0,69.0,73.0,72.0,70.0,,,,,,,3,3,Midfielder,74,Silver
73.0,69.0,71.0,77.0,34.0,67.0,,,,,,,3,4,Midfielder,74,Silver
79.0,74.0,66.0,77.0,33.0,67.0,,,,,,,2,3,Attacker,74,Silver
79.0,74.0,66.0,77.0,33.0,67.0,,,,,,,2,3,Attacker,74,Silver
79.0,74.0,66.0,77.0,33.0,67.0,,,,,,,2,3,Attacker,74,Silver
78.0,65.0,70.0,76.0,58.0,74.0,,,,,,,4,3,Midfielder,74,Silver
78.0,65.0,70.0,76.0,58.0,74.0,,,,,,,4,3,Midfielder,74,Silver
65.0,23.0,43.0,42.0,77.0,74.0,,,,,,,3,2,Defender,74,Silver
75.0,62.0,74.0,70.0,69.0,49.0,,,,,,,4,3,Defender,74,Silver
89.0,70.0,65.0,77.0,25.0,64.0,,,,,,,3,3,Attacker,74,Silver
82.0,69.0,69.0,76.0,38.0,63.0,,,,,,,2,3,Midfielder,74,Silver
47.0,59.0,70.0,68.0,71.0,73.0,,,,,,,3,3,Midfielder,74,Silver
78.0,72.0,50.0,76.0,30.0,66.0,,,,,,,3,3,Attacker,74,Silver
78.0,72.0,50.0,76.0,30.0,66.0,,,,,,,3,3,Attacker,74,Silver
93.0,67.0,64.0,76.0,25.0,49.0,,,,,,,5,3,Attacker,74,Silver
66.0,69.0,73.0,76.0,47.0,66.0,,,,,,,3,4,Midfielder,74,Silver
85.0,57.0,64.0,73.0,68.0,71.0,,,,,,,4,3,Defender,74,Silver
71.0,52.0,74.0,75.0,69.0,72.0,,,,,,,3,3,Defender,74,Silver
74.0,63.0,69.0,74.0,71.0,71.0,,,,,,,4,3,Defender,74,Silver
58.0,68.0,67.0,66.0,75.0,75.0,,,,,,,4,3,Defender,74,Silver
57.0,74.0,72.0,70.0,41.0,70.0,,,,,,,3,4,Attacker,74,Silver
54.0,64.0,62.0,67.0,76.0,73.0,,,,,,,5,3,Midfielder,74,Silver
74.0,71.0,71.0,81.0,34.0,52.0,,,,,,,3,4,Attacker,74,Silver
57.0,68.0,77.0,72.0,63.0,54.0,,,,,,,4,3,Midfielder,74,Silver
64.0,76.0,57.0,62.0,29.0,68.0,,,,,,,4,3,Attacker,74,Silver
64.0,76.0,57.0,62.0,29.0,68.0,,,,,,,4,3,Attacker,74,Silver
67.0,75.0,75.0,75.0,44.0,65.0,,,,,,,4,4,Attacker,74,Silver
71.0,37.0,62.0,64.0,73.0,76.0,,,,,,,3,2,Defender,74,Silver
76.0,72.0,71.0,78.0,36.0,53.0,,,,,,,4,3,Attacker,74,Silver
71.0,62.0,73.0,73.0,62.0,71.0,,,,,,,3,4,Midfielder,74,Silver
71.0,62.0,73.0,73.0,62.0,71.0,,,,,,,3,4,Midfielder,74,Silver
65.0,66.0,70.0,74.0,64.0,62.0,,,,,,,2,3,Midfielder,74,Silver
60.0,57.0,76.0,72.0,66.0,66.0,,,,,,,5,3,Midfielder,74,Silver
63.0,64.0,74.0,75.0,72.0,77.0,,,,,,,3,3,Midfielder,74,Silver
74.0,69.0,72.0,77.0,44.0,60.0,,,,,,,3,4,Midfielder,74,Silver
84.0,69.0,68.0,78.0,29.0,42.0,,,,,,,4,3,Midfielder,74,Silver
84.0,69.0,68.0,78.0,29.0,42.0,,,,,,,4,3,Midfielder,74,Silver
60.0,36.0,56.0,51.0,75.0,72.0,,,,,,,3,2,Defender,74,Silver
86.0,57.0,65.0,73.0,69.0,66.0,,,,,,,3,3,Defender,74,Silver
45.0,68.0,71.0,69.0,70.0,76.0,,,,,,,4,3,Midfielder,74,Silver
77.0,70.0,64.0,77.0,27.0,61.0,,,,,,,4,3,Midfielder,74,Silver
68.0,52.0,69.0,68.0,72.0,79.0,,,,,,,3,3,Midfielder,74,Silver
73.0,69.0,73.0,73.0,70.0,73.0,,,,,,,3,3,Midfielder,74,Silver
61.0,70.0,73.0,75.0,70.0,73.0,,,,,,,3,3,Midfielder,74,Silver
66.0,48.0,66.0,66.0,75.0,73.0,,,,,,,2,2,Defender,74,Silver
59.0,32.0,52.0,56.0,75.0,77.0,,,,,,,2,2,Defender,74,Silver
67.0,38.0,54.0,60.0,75.0,77.0,,,,,,,4,2,Defender,74,Silver
76.0,73.0,60.0,74.0,27.0,61.0,,,,,,,3,3,Attacker,74,Silver
76.0,73.0,60.0,74.0,27.0,61.0,,,,,,,3,3,Attacker,74,Silver
65.0,51.0,62.0,67.0,72.0,79.0,,,,,,,3,2,Midfielder,74,Silver
68.0,40.0,53.0,59.0,76.0,70.0,,,,,,,2,2,Defender,74,Silver
75.0,76.0,68.0,76.0,40.0,62.0,,,,,,,3,3,Attacker,74,Silver
77.0,69.0,72.0,72.0,70.0,67.0,,,,,,,3,3,Defender,74,Silver
82.0,74.0,55.0,73.0,25.0,68.0,,,,,,,3,3,Attacker,74,Silver
71.0,63.0,71.0,74.0,71.0,74.0,,,,,,,3,2,Midfielder,74,Silver
55.0,78.0,59.0,69.0,30.0,82.0,,,,,,,3,3,Attacker,74,Silver
80.0,67.0,69.0,75.0,32.0,52.0,,,,,,,4,3,Midfielder,74,Silver
93.0,64.0,69.0,74.0,67.0,81.0,,,,,,,4,3,Defender,74,Silver
71.0,51.0,67.0,67.0,71.0,77.0,,,,,,,3,2,Defender,74,Silver
59.0,31.0,44.0,59.0,78.0,67.0,,,,,,,3,2,Defender,74,Silver
65.0,59.0,66.0,70.0,71.0,75.0,,,,,,,3,3,Midfielder,74,Silver
65.0,59.0,66.0,70.0,71.0,75.0,,,,,,,3,3,Midfielder,74,Silver
70.0,67.0,73.0,73.0,74.0,73.0,,,,,,,3,4,Midfielder,74,Silver
83.0,64.0,69.0,73.0,69.0,70.0,,,,,,,3,3,Defender,74,Silver
71.0,65.0,74.0,78.0,49.0,63.0,,,,,,,4,3,Attacker,74,Silver
50.0,38.0,50.0,56.0,74.0,80.0,,,,,,,3,2,Defender,74,Silver
70.0,70.0,73.0,78.0,51.0,58.0,,,,,,,3,4,Midfielder,74,Silver
70.0,70.0,73.0,78.0,51.0,58.0,,,,,,,3,4,Midfielder,74,Silver
67.0,37.0,58.0,65.0,74.0,82.0,,,,,,,2,2,Defender,74,Silver
75.0,64.0,67.0,72.0,70.0,74.0,,,,,,,3,3,Defender,74,Silver
66.0,61.0,71.0,69.0,75.0,74.0,,,,,,,3,2,Defender,74,Silver
48.0,79.0,63.0,64.0,35.0,68.0,,,,,,,3,2,Attacker,74,Silver
48.0,79.0,63.0,64.0,35.0,68.0,,,,,,,3,2,Attacker,74,Silver
90.0,57.0,64.0,71.0,68.0,80.0,,,,,,,2,3,Defender,74,Silver
79.0,68.0,71.0,73.0,59.0,68.0,,,,,,,4,4,Midfielder,74,Silver
69.0,50.0,66.0,65.0,73.0,79.0,,,,,,,3,3,Defender,74,Silver
68.0,59.0,75.0,72.0,70.0,60.0,,,,,,,3,2,Midfielder,74,Silver
86.0,45.0,62.0,69.0,71.0,74.0,,,,,,,3,3,Defender,74,Silver
86.0,45.0,62.0,69.0,71.0,74.0,,,,,,,3,3,Defender,74,Silver
78.0,74.0,64.0,74.0,29.0,69.0,,,,,,,3,4,Attacker,74,Silver
67.0,63.0,71.0,75.0,72.0,69.0,,,,,,,3,3,Midfielder,74,Silver
75.0,71.0,66.0,74.0,56.0,76.0,,,,,,,3,3,Attacker,74,Silver
60.0,61.0,68.0,72.0,70.0,77.0,,,,,,,2,3,Midfielder,74,Silver
69.0,72.0,75.0,79.0,27.0,48.0,,,,,,,3,4,Midfielder,74,Silver
82.0,72.0,71.0,74.0,38.0,60.0,,,,,,,3,3,Midfielder,74,Silver
82.0,67.0,72.0,76.0,53.0,65.0,,,,,,,3,4,Midfielder,74,Silver
82.0,67.0,72.0,76.0,53.0,65.0,,,,,,,3,4,Midfielder,74,Silver
88.0,71.0,66.0,80.0,37.0,58.0,,,,,,,4,4,Midfielder,74,Silver
88.0,71.0,66.0,80.0,37.0,58.0,,,,,,,4,4,Midfielder,74,Silver
66.0,59.0,73.0,70.0,70.0,74.0,,,,,,,3,2,Defender,74,Silver
72.0,66.0,74.0,71.0,61.0,76.0,,,,,,,4,3,Midfielder,74,Silver
74.0,66.0,69.0,73.0,70.0,71.0,,,,,,,3,3,Defender,74,Silver
73.0,33.0,52.0,59.0,76.0,74.0,,,,,,,3,2,Defender,74,Silver
83.0,75.0,62.0,71.0,38.0,71.0,,,,,,,4,3,Attacker,74,Silver
83.0,75.0,62.0,71.0,38.0,71.0,,,,,,,4,3,Attacker,74,Silver
67.0,75.0,61.0,69.0,32.0,80.0,,,,,,,4,3,Attacker,74,Silver
85.0,36.0,61.0,71.0,70.0,69.0,,,,,,,3,3,Defender,74,Silver
75.0,25.0,40.0,46.0,73.0,87.0,,,,,,,2,2,Defender,74,Silver
84.0,69.0,67.0,79.0,38.0,48.0,,,,,,,3,4,Midfielder,74,Silver
61.0,64.0,77.0,74.0,65.0,68.0,,,,,,,3,3,Midfielder,74,Silver
69.0,68.0,74.0,75.0,61.0,64.0,,,,,,,4,3,Midfielder,74,Silver
69.0,68.0,74.0,75.0,61.0,64.0,,,,,,,4,3,Midfielder,74,Silver
90.0,70.0,66.0,72.0,37.0,82.0,,,,,,,2,3,Midfielder,74,Silver
90.0,70.0,66.0,72.0,37.0,82.0,,,,,,,2,3,Midfielder,74,Silver
77.0,73.0,70.0,75.0,48.0,77.0,,,,,,,3,3,Attacker,74,Silver
63.0,68.0,75.0,75.0,60.0,61.0,,,,,,,3,4,Midfielder,74,Silver
60.0,76.0,67.0,72.0,41.0,72.0,,,,,,,3,4,Attacker,74,Silver
88.0,67.0,68.0,79.0,30.0,55.0,,,,,,,4,4,Attacker,74,Silver
81.0,74.0,73.0,75.0,41.0,73.0,,,,,,,2,4,Attacker,74,Silver
80.0,64.0,68.0,69.0,69.0,75.0,,,,,,,4,3,Defender,74,Silver
65.0,47.0,62.0,62.0,74.0,75.0,,,,,,,3,2,Defender,74,Silver
70.0,38.0,59.0,66.0,71.0,74.0,,,,,,,3,2,Defender,74,Silver
70.0,61.0,71.0,74.0,71.0,67.0,,,,,,,3,3,Defender,74,Silver
70.0,61.0,71.0,74.0,71.0,67.0,,,,,,,3,3,Defender,74,Silver
66.0,76.0,76.0,77.0,49.0,67.0,,,,,,,3,4,Midfielder,74,Silver
64.0,80.0,60.0,76.0,26.0,56.0,,,,,,,4,3,Attacker,74,Silver
85.0,58.0,65.0,73.0,75.0,73.0,,,,,,,3,3,Defender,74,Silver
74.0,57.0,69.0,68.0,70.0,75.0,,,,,,,4,3,Defender,74,Silver
86.0,68.0,66.0,74.0,69.0,76.0,,,,,,,2,3,Midfielder,74,Silver
65.0,53.0,58.0,57.0,74.0,78.0,,,,,,,3,2,Defender,74,Silver
69.0,64.0,66.0,70.0,73.0,73.0,,,,,,,3,3,Midfielder,74,Silver
69.0,64.0,66.0,70.0,73.0,73.0,,,,,,,3,3,Midfielder,74,Silver
69.0,45.0,51.0,61.0,74.0,76.0,,,,,,,3,2,Defender,74,Silver
59.0,69.0,73.0,71.0,71.0,75.0,,,,,,,3,3,Midfielder,74,Silver
80.0,71.0,70.0,76.0,36.0,60.0,,,,,,,3,3,Attacker,74,Silver
78.0,51.0,62.0,73.0,70.0,66.0,,,,,,,3,3,Defender,74,Silver
75.0,69.0,71.0,75.0,67.0,63.0,,,,,,,3,4,Midfielder,74,Silver
70.0,51.0,61.0,64.0,75.0,77.0,,,,,,,3,2,Defender,74,Silver
62.0,63.0,69.0,70.0,71.0,79.0,,,,,,,2,3,Midfielder,74,Silver
86.0,70.0,68.0,74.0,57.0,73.0,,,,,,,4,3,Midfielder,74,Silver
86.0,70.0,68.0,74.0,57.0,73.0,,,,,,,4,3,Midfielder,74,Silver
82.0,65.0,67.0,76.0,40.0,68.0,,,,,,,3,4,Midfielder,74,Silver
53.0,59.0,70.0,66.0,73.0,75.0,,,,,,,2,2,Midfielder,74,Silver
77.0,70.0,73.0,74.0,43.0,59.0,,,,,,,3,3,Midfielder,74,Silver
79.0,71.0,69.0,74.0,46.0,70.0,,,,,,,3,3,Midfielder,74,Silver
60.0,65.0,77.0,66.0,71.0,72.0,,,,,,,3,2,Midfielder,74,Silver
68.0,64.0,73.0,76.0,61.0,54.0,,,,,,,3,4,Midfielder,74,Silver
54.0,47.0,67.0,71.0,69.0,76.0,,,,,,,3,3,Midfielder,74,Silver
92.0,72.0,66.0,78.0,34.0,63.0,,,,,,,3,4,Attacker,74,Silver
77.0,73.0,62.0,77.0,25.0,64.0,,,,,,,4,3,Attacker,74,Silver
77.0,73.0,62.0,77.0,25.0,64.0,,,,,,,4,3,Attacker,74,Silver
68.0,56.0,67.0,70.0,71.0,84.0,,,,,,,3,3,Midfielder,74,Silver
68.0,56.0,67.0,70.0,71.0,84.0,,,,,,,3,3,Midfielder,74,Silver
70.0,63.0,70.0,75.0,71.0,81.0,,,,,,,3,3,Midfielder,74,Silver
67.0,65.0,71.0,70.0,74.0,79.0,,,,,,,4,3,Midfielder,74,Silver
67.0,65.0,71.0,70.0,74.0,79.0,,,,,,,4,3,Midfielder,74,Silver
69.0,44.0,61.0,67.0,76.0,76.0,,,,,,,3,2,Midfielder,74,Silver
71.0,71.0,70.0,72.0,61.0,72.0,,,,,,,3,3,Midfielder,74,Silver
71.0,71.0,70.0,72.0,61.0,72.0,,,,,,,3,3,Midfielder,74,Silver
68.0,69.0,70.0,77.0,41.0,69.0,,,,,,,3,4,Midfielder,74,Silver
34.0,33.0,52.0,56.0,76.0,74.0,,,,,,,3,2,Defender,74,Silver
66.0,58.0,64.0,74.0,70.0,72.0,,,,,,,3,3,Midfielder,74,Silver
40.0,45.0,64.0,65.0,71.0,80.0,,,,,,,2,3,Midfielder,74,Silver
40.0,45.0,64.0,65.0,71.0,80.0,,,,,,,2,3,Midfielder,74,Silver
71.0,70.0,75.0,75.0,65.0,70.0,,,,,,,3,3,Midfielder,74,Silver
43.0,76.0,68.0,69.0,44.0,74.0,,,,,,,3,3,Attacker,74,Silver
91.0,67.0,69.0,76.0,51.0,65.0,,,,,,,3,4,Midfielder,74,Silver
91.0,67.0,69.0,76.0,51.0,65.0,,,,,,,3,4,Midfielder,74,Silver
91.0,67.0,69.0,76.0,51.0,65.0,,,,,,,3,4,Midfielder,74,Silver
85.0,66.0,65.0,79.0,43.0,64.0,,,,,,,3,4,Attacker,74,Silver
80.0,68.0,74.0,77.0,43.0,71.0,,,,,,,4,3,Midfielder,74,Silver
66.0,67.0,71.0,73.0,70.0,72.0,,,,,,,3,3,Midfielder,74,Silver
30.0,75.0,59.0,67.0,42.0,66.0,,,,,,,3,2,Attacker,74,Silver
30.0,75.0,59.0,67.0,42.0,66.0,,,,,,,3,2,Attacker,74,Silver
77.0,75.0,71.0,74.0,29.0,78.0,,,,,,,4,3,Attacker,74,Silver
76.0,72.0,70.0,73.0,38.0,66.0,,,,,,,4,3,Midfielder,74,Silver
75.0,55.0,69.0,71.0,72.0,70.0,,,,,,,2,3,Defender,74,Silver
84.0,68.0,70.0,81.0,20.0,49.0,,,,,,,3,3,Attacker,74,Silver
84.0,68.0,70.0,81.0,20.0,49.0,,,,,,,3,3,Attacker,74,Silver
66.0,57.0,62.0,62.0,74.0,80.0,,,,,,,3,2,Defender,74,Silver
67.0,63.0,66.0,62.0,73.0,78.0,,,,,,,3,2,Defender,74,Silver
67.0,63.0,66.0,62.0,73.0,78.0,,,,,,,3,2,Defender,74,Silver
86.0,72.0,61.0,77.0,26.0,61.0,,,,,,,4,4,Attacker,74,Silver
72.0,60.0,71.0,71.0,69.0,67.0,,,,,,,2,3,Defender,74,Silver
86.0,69.0,62.0,76.0,44.0,67.0,,,,,,,3,3,Attacker,74,Silver
88.0,58.0,64.0,71.0,71.0,81.0,,,,,,,3,3,Midfielder,74,Silver
62.0,40.0,55.0,63.0,76.0,73.0,,,,,,,3,2,Defender,74,Silver
90.0,73.0,69.0,75.0,34.0,70.0,,,,,,,3,4,Attacker,74,Silver
75.0,74.0,62.0,73.0,52.0,77.0,,,,,,,3,3,Attacker,74,Silver
65.0,44.0,56.0,56.0,73.0,79.0,,,,,,,3,2,Defender,74,Silver
65.0,44.0,56.0,56.0,73.0,79.0,,,,,,,3,2,Defender,74,Silver
65.0,44.0,56.0,56.0,73.0,79.0,,,,,,,3,2,Defender,74,Silver
86.0,58.0,66.0,70.0,69.0,66.0,,,,,,,2,3,Defender,74,Silver
76.0,68.0,68.0,78.0,37.0,68.0,,,,,,,3,3,Midfielder,74,Silver
76.0,68.0,68.0,78.0,37.0,68.0,,,,,,,3,3,Midfielder,74,Silver
59.0,60.0,68.0,59.0,76.0,80.0,,,,,,,3,3,Defender,74,Silver
59.0,60.0,68.0,59.0,76.0,80.0,,,,,,,3,3,Defender,74,Silver
65.0,72.0,74.0,76.0,61.0,65.0,,,,,,,4,3,Midfielder,74,Silver
75.0,72.0,67.0,75.0,33.0,63.0,,,,,,,4,3,Attacker,74,Silver
72.0,66.0,75.0,76.0,49.0,50.0,,,,,,,3,4,Midfielder,74,Silver
65.0,72.0,74.0,71.0,71.0,73.0,,,,,,,3,3,Midfielder,74,Silver
77.0,73.0,60.0,74.0,40.0,68.0,,,,,,,3,3,Attacker,74,Silver
82.0,65.0,68.0,78.0,28.0,47.0,,,,,,,4,3,Attacker,74,Silver
71.0,69.0,72.0,79.0,56.0,59.0,,,,,,,4,5,Midfielder,74,Silver
74.0,45.0,65.0,68.0,75.0,74.0,,,,,,,3,2,Defender,74,Silver
42.0,35.0,49.0,57.0,74.0,77.0,,,,,,,3,2,Defender,74,Silver
66.0,40.0,69.0,69.0,74.0,77.0,,,,,,,3,3,Defender,74,Silver
74.0,71.0,75.0,74.0,64.0,65.0,,,,,,,2,4,Midfielder,74,Silver
59.0,41.0,48.0,54.0,74.0,76.0,,,,,,,3,2,Defender,74,Silver
63.0,51.0,72.0,70.0,70.0,82.0,,,,,,,4,3,Midfielder,74,Silver
78.0,67.0,71.0,72.0,67.0,75.0,,,,,,,3,3,Midfielder,74,Silver
78.0,67.0,71.0,72.0,67.0,75.0,,,,,,,3,3,Midfielder,74,Silver
71.0,72.0,75.0,74.0,55.0,67.0,,,,,,,3,3,Midfielder,74,Silver
70.0,52.0,66.0,70.0,73.0,70.0,,,,,,,3,3,Defender,74,Silver
67.0,64.0,75.0,79.0,57.0,64.0,,,,,,,3,4,Midfielder,74,Silver
68.0,53.0,69.0,72.0,71.0,76.0,,,,,,,3,2,Midfielder,74,Silver
59.0,42.0,53.0,51.0,74.0,80.0,,,,,,,4,2,Defender,74,Silver
83.0,63.0,68.0,77.0,44.0,50.0,,,,,,,4,3,Midfielder,74,Silver
76.0,61.0,73.0,73.0,68.0,71.0,,,,,,,2,2,Midfielder,74,Silver
76.0,61.0,73.0,73.0,68.0,71.0,,,,,,,2,2,Midfielder,74,Silver
76.0,73.0,60.0,69.0,41.0,79.0,,,,,,,4,3,Attacker,74,Silver
78.0,75.0,58.0,74.0,28.0,60.0,,,,,,,4,3,Attacker,74,Silver
80.0,65.0,70.0,76.0,70.0,62.0,,,,,,,3,3,Defender,74,Silver
58.0,59.0,59.0,58.0,74.0,77.0,,,,,,,2,2,Defender,74,Silver
74.0,67.0,73.0,74.0,71.0,75.0,,,,,,,4,3,Midfielder,74,Silver
82.0,60.0,67.0,77.0,67.0,51.0,,,,,,,3,3,Defender,74,Silver
82.0,60.0,67.0,77.0,67.0,51.0,,,,,,,3,3,Defender,74,Silver
83.0,48.0,65.0,69.0,69.0,67.0,,,,,,,2,3,Defender,74,Silver
83.0,48.0,65.0,69.0,69.0,67.0,,,,,,,2,3,Defender,74,Silver
77.0,74.0,64.0,71.0,39.0,71.0,,,,,,,5,3,Attacker,74,Silver
67.0,72.0,74.0,71.0,69.0,76.0,,,,,,,3,3,Midfielder,74,Silver
65.0,72.0,72.0,77.0,33.0,68.0,,,,,,,3,3,Attacker,74,Silver
75.0,63.0,70.0,71.0,72.0,77.0,,,,,,,3,3,Defender,74,Silver
77.0,39.0,63.0,69.0,74.0,76.0,,,,,,,3,3,Defender,74,Silver
81.0,65.0,72.0,72.0,38.0,66.0,,,,,,,4,4,Midfielder,74,Silver
76.0,72.0,67.0,72.0,43.0,69.0,,,,,,,3,3,Attacker,74,Silver
76.0,72.0,67.0,72.0,43.0,69.0,,,,,,,3,3,Attacker,74,Silver
63.0,57.0,72.0,74.0,63.0,77.0,,,,,,,4,3,Midfielder,74,Silver
63.0,57.0,72.0,74.0,63.0,77.0,,,,,,,4,3,Midfielder,74,Silver
68.0,65.0,72.0,72.0,74.0,77.0,,,,,,,3,3,Midfielder,74,Silver
43.0,39.0,49.0,53.0,80.0,61.0,,,,,,,3,2,Defender,74,Silver
81.0,73.0,68.0,76.0,48.0,73.0,,,,,,,4,4,Midfielder,74,Silver
76.0,71.0,72.0,75.0,53.0,67.0,,,,,,,3,3,Midfielder,74,Silver
42.0,31.0,61.0,64.0,76.0,75.0,,,,,,,3,2,Defender,74,Silver
42.0,31.0,61.0,64.0,76.0,75.0,,,,,,,3,2,Defender,74,Silver
75.0,70.0,74.0,73.0,46.0,66.0,,,,,,,2,3,Midfielder,74,Silver
75.0,70.0,74.0,73.0,46.0,66.0,,,,,,,2,3,Midfielder,74,Silver
79.0,70.0,67.0,76.0,55.0,72.0,,,,,,,3,3,Attacker,74,Silver
53.0,32.0,46.0,56.0,77.0,71.0,,,,,,,2,2,Defender,74,Silver
71.0,66.0,69.0,73.0,69.0,77.0,,,,,,,4,3,Midfielder,74,Silver
85.0,66.0,69.0,75.0,37.0,61.0,,,,,,,4,3,Midfielder,74,Silver
59.0,46.0,59.0,61.0,75.0,76.0,,,,,,,2,2,Defender,74,Silver
59.0,46.0,59.0,61.0,75.0,76.0,,,,,,,2,2,Defender,74,Silver
37.0,37.0,56.0,53.0,76.0,73.0,,,,,,,3,2,Defender,74,Silver
83.0,71.0,69.0,75.0,40.0,68.0,,,,,,,4,3,Midfielder,74,Silver
60.0,67.0,72.0,71.0,71.0,73.0,,,,,,,3,3,Midfielder,74,Silver
69.0,69.0,69.0,72.0,72.0,77.0,,,,,,,2,3,Defender,74,Silver
69.0,69.0,69.0,72.0,72.0,77.0,,,,,,,2,3,Defender,74,Silver
33.0,73.0,73.0,68.0,75.0,74.0,,,,,,,4,2,Midfielder,74,Silver
33.0,73.0,73.0,68.0,75.0,74.0,,,,,,,4,2,Midfielder,74,Silver
84.0,67.0,69.0,78.0,34.0,42.0,,,,,,,3,3,Midfielder,74,Silver
85.0,74.0,61.0,73.0,39.0,76.0,,,,,,,4,3,Attacker,74,Silver
82.0,71.0,67.0,79.0,41.0,48.0,,,,,,,3,4,Attacker,74,Silver
91.0,65.0,70.0,73.0,70.0,78.0,,,,,,,3,3,Midfielder,74,Silver
53.0,60.0,69.0,68.0,76.0,65.0,,,,,,,3,2,Midfielder,74,Silver
85.0,64.0,67.0,80.0,30.0,60.0,,,,,,,3,4,Attacker,74,Silver
82.0,73.0,66.0,75.0,34.0,61.0,,,,,,,2,4,Attacker,74,Silver
78.0,74.0,68.0,74.0,45.0,67.0,,,,,,,2,3,Attacker,74,Silver
63.0,36.0,57.0,54.0,75.0,79.0,,,,,,,3,2,Defender,74,Silver
48.0,35.0,56.0,50.0,74.0,79.0,,,,,,,3,2,Defender,74,Silver
37.0,32.0,47.0,47.0,75.0,78.0,,,,,,,3,2,Defender,74,Silver
82.0,64.0,72.0,74.0,70.0,75.0,,,,,,,3,3,Defender,74,Silver
75.0,68.0,65.0,81.0,29.0,42.0,,,,,,,5,4,Attacker,74,Silver
75.0,68.0,65.0,81.0,29.0,42.0,,,,,,,5,4,Attacker,74,Silver
65.0,74.0,58.0,70.0,43.0,65.0,,,,,,,4,3,Attacker,74,Silver
